,type,text
689,Command,"[ 0.14515024  0.08511758  0.02663193 -0.03298444  0.04366862 -0.09845808
  0.1595282   0.02621259  0.0641904  -0.00764123 -0.03530915  0.06692921
  0.0655965  -0.04359746 -0.06837279 -0.2945561   0.06064435 -0.18154736
  0.00604153 -0.2407459   0.14928879 -0.08267659  0.30907127  0.08608282
 -0.18425304 -0.12402902  0.0271319  -0.00853343  0.13003935 -0.08484256
  0.02764829  0.21136878 -0.08282433  0.1009844   0.1594186  -0.03644439
  0.03833206  0.24391367  0.01138646 -0.01125816 -0.12199659  0.17414065
 -0.12346046 -0.04872156  0.07784501  0.02702436  0.05321493 -0.15082882
 -0.04809776  0.08934542 -0.05722847 -0.07832191  0.14762373  0.04850456
 -0.01200982  0.03152268  0.02031495  0.04644904  0.00948716 -0.0553279
 -0.06510882 -0.09854484  0.02509276  0.12885135  0.09891718 -0.3380551
 -0.09530615  0.08953851  0.18368094 -0.23301102  0.02148158 -0.12010289
  0.19813652 -0.04974309  0.06928939  0.09248994  0.06900077  0.13241535
  0.10330772  0.123106    0.07638004 -0.3188033   0.09946298  0.08702271
 -0.00545216  0.15535085  0.06269111  0.12700486  0.17343427  0.00289655
 -0.00783346  0.13317105  0.17410584 -0.05271601  0.05217567 -0.05572575
  0.1528673   0.0345333   0.21173985  0.14962742]"
690,Command,"[-0.09938224  0.01998316  0.02833876 -0.00360678 -0.11689335 -0.05010175
  0.05029115  0.06564061 -0.07058139 -0.03987075  0.135283    0.09256772
 -0.02327813 -0.12779777 -0.09690607 -0.03063996 -0.14894359  0.16873893
  0.07626823 -0.1527063   0.07405374  0.13935474  0.19429454  0.0757845
 -0.06849475 -0.1361747  -0.01616585  0.01873373  0.15805902  0.01138878
  0.12994112  0.12062963 -0.01757693 -0.04101871  0.00405132 -0.0375117
  0.10586287  0.08329364  0.04488984 -0.00218665 -0.13496487 -0.04617401
  0.0223969  -0.02781771  0.2585241   0.08757295 -0.00719828 -0.09679463
 -0.03192469  0.23429096 -0.15358545 -0.0129466   0.03116339  0.03778667
 -0.17890586  0.00347872  0.12407406  0.04291923 -0.07748292  0.01203022
 -0.07421615  0.00853693  0.05257606  0.18571399  0.17011538 -0.05442283
  0.03312563 -0.0019519   0.2133112  -0.00201817  0.02379386 -0.0393828
  0.01234224 -0.01848317  0.1382322  -0.11423427 -0.0061206  -0.00682516
  0.14593695 -0.02511403  0.07357417 -0.14147182  0.03186852  0.02712059
 -0.0838869   0.05745041 -0.1024396   0.2994291   0.0656185  -0.00727751
 -0.02936063  0.06666788  0.05251455 -0.12378009  0.09549106 -0.02734145
  0.0431378   0.12357773  0.04594504 -0.00466988]"
691,Command,"[ 0.11122152  0.14695083  0.01997453 -0.0553157  -0.03459011 -0.09801651
  0.09263224 -0.03131927 -0.11350584  0.00268295  0.01071868 -0.03030035
  0.12888655 -0.10978197 -0.14067249 -0.14211841 -0.06894434 -0.02367546
  0.06173016 -0.21169718  0.23879926  0.07710839  0.26901487  0.11856934
 -0.05183766  0.01941613  0.00147797  0.00911452  0.03752272 -0.13706195
 -0.04055458  0.12989496  0.00518867  0.00125042 -0.04171476 -0.09324024
 -0.03819486  0.21523684 -0.03353518 -0.07152312 -0.13341962  0.07180674
  0.03124649  0.09803361  0.14998071  0.11147731  0.05027853 -0.13535412
 -0.10298107  0.00584554 -0.07265501 -0.21512751  0.15081668  0.03978814
 -0.08396987  0.0545245   0.10871025 -0.01609023  0.03760464 -0.09589958
 -0.03709752 -0.07964285  0.05080596 -0.02424901  0.15172474 -0.15960431
 -0.01867791 -0.02744096  0.35185456 -0.17302187 -0.08979059 -0.01122612
  0.13081835  0.06174405  0.05181652  0.04748237 -0.00237182 -0.09667639
  0.19683416  0.1375279   0.01769513 -0.31746456  0.03048661  0.0274802
 -0.12904368 -0.06657895 -0.04591514  0.29851976  0.23124593  0.02346568
 -0.05286874  0.07160813  0.01459555  0.02794695 -0.03470675 -0.07754523
  0.01436053  0.01155205  0.16982108  0.13296308]"
692,Command,"[ 0.02334833 -0.03717995  0.02607503 -0.12361232  0.02034119 -0.13040237
  0.27293652  0.14734133  0.10385744 -0.10596914  0.23558289  0.19125073
  0.04420214 -0.07197789 -0.00692007 -0.37667748 -0.08186199  0.13529302
  0.15857935 -0.16870022  0.06574987  0.08048636  0.02404121  0.16528709
 -0.06581739  0.09711073  0.05083994 -0.03071971  0.14465481 -0.1528734
  0.11759514 -0.06456479  0.03342554  0.22244503  0.11493387 -0.06281114
  0.17671579  0.33847222  0.18500113 -0.13681428 -0.03252389  0.00653807
  0.02139571  0.1469791  -0.03566631  0.05592684 -0.13019016 -0.18316557
  0.07084887  0.09994167  0.02494163  0.05898463 -0.01028294 -0.01846349
 -0.04928538  0.04462501 -0.05981545 -0.13929452 -0.12329679  0.08471593
  0.05258944 -0.07219192  0.14530803 -0.12455902  0.21008575 -0.05499094
  0.00596196  0.22665107  0.31725484 -0.05481711 -0.09746658 -0.11435052
  0.04410499  0.05217011  0.02073311 -0.12923114  0.2160911  -0.0638634
 -0.01481119  0.03534142  0.00992412  0.01390722  0.07697128 -0.18795319
  0.05892267  0.08084335 -0.23841834  0.18043494  0.00687253 -0.24399976
  0.05621168  0.06856331 -0.02305915 -0.05650806  0.10424564 -0.14971861
  0.2810558   0.11446083  0.24363048  0.04681478]"
693,Request,"[ 0.02319871 -0.13049833  0.0529878   0.00748769 -0.128319    0.08473449
  0.17768116 -0.01171534  0.02409657  0.03172613  0.09130394 -0.06756798
  0.03559993 -0.01740443 -0.03645644 -0.11841686 -0.06782089  0.05607528
 -0.10402834 -0.11041908  0.05626671  0.10480051  0.06494795 -0.05885341
 -0.15699048 -0.09823841  0.09764905 -0.04464433 -0.02921301 -0.15662055
  0.1564401   0.0437909  -0.04516087  0.0823397   0.02357735  0.01252307
 -0.01135028  0.13390017 -0.11059079 -0.02722748 -0.13111149 -0.04832689
 -0.04848145 -0.00774874  0.05822566  0.15797062 -0.02335193 -0.05694979
  0.15736644  0.03833168 -0.01936782  0.03667917 -0.03356959  0.15595089
  0.12855406  0.10131373  0.08079614  0.2112493   0.14673492 -0.0624702
 -0.01834044  0.07608602  0.02296705  0.04793207  0.00205785 -0.11048399
  0.04354447 -0.08848528 -0.00604073 -0.10009407 -0.15043314  0.01578994
 -0.0875618  -0.10364112  0.10864198 -0.11267222 -0.22783051 -0.3105417
  0.1607214   0.00564869  0.14987993 -0.0731464  -0.00212942 -0.05083353
 -0.16235998  0.02848505 -0.00529568  0.12807173  0.03508234  0.02971802
 -0.05249124 -0.00353354  0.22494872 -0.13362005 -0.07867341  0.16677377
  0.06916182 -0.08030146  0.09734316 -0.02072998]"
694,Command,"[-0.04845489  0.09025965  0.12966613  0.1292589   0.0869552  -0.1243423
  0.22847545  0.03633955  0.05504259  0.02872796  0.05555641  0.03570768
  0.01209221 -0.13794473 -0.12483346 -0.15123536 -0.05532319 -0.23706882
  0.08854978 -0.24440792  0.06738237  0.240941    0.42857608  0.08178987
 -0.05675659 -0.19934925  0.04651271 -0.0738038   0.11561765 -0.08294425
  0.11408807  0.21298662  0.10192416  0.01428609  0.06611309 -0.20064513
 -0.02270689  0.34430784  0.00520972  0.05901612 -0.09891389  0.15721086
 -0.1579005  -0.05413406  0.11778567  0.06147253  0.08354901 -0.12490299
 -0.02959123  0.11477332 -0.12967381 -0.24727352  0.18009444  0.11028486
 -0.11173113  0.15797979  0.1269774  -0.04064541 -0.01885271 -0.17144355
 -0.0600982  -0.20814686 -0.07974569  0.10430394  0.12056704 -0.30084327
 -0.15535656  0.03255501  0.38143507 -0.20382813  0.09136079 -0.04552914
  0.13663736  0.11742923  0.10042129  0.01983819  0.06889785 -0.045233
  0.10832985  0.1153584   0.03035839 -0.29956627  0.07807051  0.17590289
 -0.11917092  0.03450464 -0.08408877  0.2530017   0.07091677 -0.05562738
  0.03564212  0.17654264 -0.05472989 -0.11677857  0.04478617 -0.13464615
  0.04892893  0.02588746  0.20658569  0.04266052]"
695,Command,"[-0.08409929  0.14461616  0.12446793  0.04131466  0.0641424   0.02554479
  0.18575701  0.0993382  -0.15258344 -0.10475349  0.2728208   0.17497934
  0.07344508 -0.15187684 -0.07839912 -0.09761304 -0.08439883  0.2833914
  0.12942144 -0.2779202   0.0590089   0.25945035  0.10183326 -0.01174401
  0.019757   -0.09522231  0.00832168  0.03171863  0.1522724  -0.02508248
 -0.08632033  0.17125739 -0.13148344 -0.00398011  0.22827712 -0.150076
  0.13347234  0.12034452  0.05923067 -0.06342795 -0.10262271 -0.0020119
 -0.08212157  0.10595471  0.22922444 -0.06370798  0.01843243 -0.05934261
 -0.16330776  0.18884596 -0.2020677   0.08379804  0.18929878 -0.02189084
 -0.17418596  0.10113585  0.0296759   0.02476655  0.14616741  0.19487469
 -0.00106671 -0.04517301  0.00682957  0.11684011  0.20992391 -0.07254475
 -0.02486387 -0.01563003  0.36045378  0.02531763  0.02439556 -0.14764535
 -0.0719418  -0.04403316  0.10717939 -0.18021978 -0.03415213  0.16268423
 -0.07374279  0.04279372  0.20898502 -0.22414021  0.15798247 -0.15639135
 -0.09322511  0.21740213 -0.2071058   0.30107462  0.15108995 -0.07663043
  0.12522914  0.13902028 -0.04106211  0.07750989  0.20708366 -0.14512514
  0.01880324  0.1469601   0.0726146  -0.0313709 ]"
696,Command,"[-0.01084366  0.07492884 -0.06565347 -0.00383239 -0.11050901 -0.06112083
  0.07666305  0.0638163   0.03025456  0.02870901  0.04652426  0.13175103
  0.02999916  0.1234196  -0.02921373 -0.09189002 -0.02367514  0.01693535
 -0.16719249  0.10115144  0.03408374  0.06445485 -0.0297978  -0.05161725
  0.08649132 -0.06080712  0.06860186 -0.00439288  0.05307587 -0.10847528
  0.07154345  0.07476601 -0.07954925  0.14364941  0.11277483  0.07279097
 -0.04668204  0.0969905  -0.06696416  0.08440805 -0.13341457  0.02943165
 -0.14967372 -0.0157362   0.31331846 -0.03130629  0.00210146  0.01529594
  0.17483222 -0.01035675 -0.10298736  0.0056166   0.00424123 -0.0215384
 -0.03961782  0.12967227 -0.00485086  0.09143074  0.04397903  0.01237577
  0.03132366  0.12882471 -0.03297636 -0.0122718   0.15043862 -0.18805765
 -0.03896957  0.13053596  0.14343673 -0.07744204 -0.16953951  0.05731574
  0.09566433 -0.14365101  0.18534733 -0.07532242  0.12006965 -0.08060198
  0.11013682  0.07339127  0.1124378  -0.2017882  -0.01238408  0.07880022
  0.02690677  0.06250953 -0.11949608  0.08855736  0.14239535  0.00922005
 -0.03317108 -0.04134378  0.09129154 -0.06461322 -0.11491004  0.01953639
  0.06636245  0.01289527 -0.01337759  0.02025213]"
697,Command,"[-0.05314993 -0.04555558  0.04061919  0.0380232   0.03147088 -0.12262857
  0.19580354  0.08322989 -0.0301666  -0.16605885  0.10422521  0.0774483
  0.0472278  -0.13009475 -0.08448165 -0.01801294 -0.12576489  0.06534104
  0.05894833 -0.16294523  0.00950274  0.10221294  0.19028914 -0.00411395
 -0.06403968 -0.0682072   0.0347156  -0.00279111  0.13435774  0.04584046
  0.05997869  0.19256462 -0.10844676  0.04036098  0.02725833 -0.15465161
  0.00236892  0.14653352  0.0665046  -0.04140026 -0.19925238  0.11723363
 -0.04096402  0.00037574  0.05453809  0.09040606 -0.09703929 -0.03049495
  0.2129968   0.21836019 -0.21884012 -0.06553283  0.10558833  0.02835204
  0.00230183  0.06701718  0.08827361 -0.07020707  0.13378923 -0.03529663
 -0.06487145 -0.04433465 -0.02071064  0.12168343  0.0340783  -0.07894672
 -0.11765949  0.05805727  0.28287596 -0.08128875  0.01721573 -0.12271841
  0.0779341  -0.05296731  0.00418647 -0.11337505  0.14172013  0.07585459
  0.08711753  0.07083443  0.08476542 -0.16024375  0.0644241   0.0082635
 -0.10601328  0.03813354 -0.08550011  0.20601776  0.12993628 -0.08961501
  0.07043417  0.08639846 -0.00704122 -0.15133871  0.18169187 -0.12287716
  0.07410361  0.13983667  0.04890869  0.06785931]"
698,Request,"[ 0.07114153 -0.10066261  0.20471758  0.02055831 -0.13879786 -0.05472243
  0.11825898 -0.0776277  -0.04945536 -0.05878    -0.01232165  0.20268428
  0.03857217 -0.14950337  0.04457536  0.06564572 -0.10472765  0.12376096
  0.04854929 -0.05543881  0.00340638 -0.01312816  0.09374533 -0.01379231
 -0.15234505  0.02395148  0.17614394 -0.0640529   0.17479791 -0.04330363
  0.02067179  0.1269613  -0.06293718 -0.04647042 -0.01733429  0.0234027
  0.11648015  0.01404924 -0.02283058 -0.03005396 -0.16935317  0.04824828
 -0.06697307  0.00790193  0.13808984  0.10786638 -0.03345785  0.01384365
 -0.13006823  0.1721372  -0.20726205 -0.06174024  0.19754542  0.12025529
 -0.09997632 -0.00097641  0.09779328  0.05155146  0.01904781  0.05505313
  0.02357947  0.008454   -0.1028024   0.20007868 -0.09556347  0.00213291
  0.07577096  0.08841043  0.15950851 -0.01567093 -0.0804191  -0.12909122
 -0.10661138  0.0146396   0.07768476 -0.17816414 -0.01996073 -0.06965985
  0.10162324  0.01940339  0.04701275 -0.20413958  0.1402011  -0.06184696
 -0.09263834 -0.00689665 -0.09028325  0.12497696  0.17002676 -0.0223927
  0.05220473  0.00393555  0.09309667  0.06120203  0.06948704 -0.12333693
 -0.02789447  0.0887422  -0.04492817  0.10164747]"
699,Command,"[ 0.04412243  0.00247187  0.00772693  0.11958618  0.01609743 -0.0028716
  0.18870725  0.21237075 -0.05329452 -0.13177003  0.1293114   0.08541579
  0.11560607 -0.22862892 -0.1018508  -0.10503374 -0.1264733  -0.01218167
  0.0223882  -0.21884336  0.02523918  0.0821443   0.14470492  0.04271756
 -0.14045973 -0.12677366  0.0532279  -0.03556652  0.23968025 -0.0798376
  0.13539349  0.15196444 -0.01484775  0.10706634  0.19234172 -0.15095153
  0.0253781   0.1469414   0.04046909 -0.08235107 -0.21967877  0.08322383
  0.01402492  0.05004855  0.04113409  0.05652406 -0.10345004 -0.11251742
  0.07845514  0.02185818 -0.25760564 -0.08207584  0.0197768   0.06716274
 -0.08399699 -0.00929473  0.08673675  0.05121616  0.048753   -0.01686651
 -0.0417291   0.02200334 -0.00630367  0.13865478  0.15704615 -0.15510498
 -0.03130397  0.04065929  0.22720067 -0.13607095  0.02757052 -0.10932483
  0.06893586  0.01632982  0.10398788 -0.07036836  0.08140583 -0.00623479
  0.15273507  0.04152865  0.08666907 -0.16421448  0.13022912  0.01677446
 -0.08256173  0.02344642 -0.06767789  0.29214665  0.0751971  -0.12860592
  0.0818058   0.12066082  0.03428173 -0.08172687  0.13532698 -0.10522745
  0.1183622   0.13132937  0.00635591  0.06513669]"
700,Command,"[-0.01040366  0.14469095  0.06040981  0.069854    0.0543886  -0.08912902
  0.25222284  0.31256074 -0.09977271 -0.02866042  0.3290457   0.19342251
  0.20173514 -0.23854132 -0.08435588 -0.1039435  -0.10411235  0.13563381
  0.12457726 -0.22963302  0.16256809  0.30083638  0.12274476  0.19906974
  0.03699064 -0.22914691  0.08213814 -0.02488857  0.21776466 -0.04801614
 -0.02342391  0.3517607  -0.01741116  0.09728718  0.05077342 -0.12348576
  0.13085525  0.10062523 -0.00128303 -0.10919174 -0.2845394   0.11271207
  0.04544707  0.02427212  0.01129858 -0.06982587 -0.13355038  0.07238074
  0.05262926  0.13318177 -0.2520817   0.0351251   0.07525527 -0.03536606
 -0.20908141  0.02876044  0.05369299 -0.05705234  0.1219666   0.15649797
 -0.18138191 -0.01369316  0.00843418  0.11207967  0.22219805 -0.10685611
 -0.0367746  -0.03560981  0.26225966 -0.04569734  0.07447178  0.01080241
 -0.00055732  0.06259984  0.12558779 -0.10676652 -0.05203251  0.09270117
  0.0587888   0.11741036  0.19702303 -0.28183755  0.11715575 -0.0677819
 -0.10560372  0.11592662 -0.09955585  0.2764793   0.16688848 -0.04750888
 -0.04054001  0.17481437  0.03638713  0.00405965  0.09109253 -0.17748554
  0.0336769   0.14816089 -0.01914704  0.1262271 ]"
701,Command,"[-0.16163406 -0.06972335  0.13587537 -0.32196683  0.19894245  0.0527078
  0.21076722  0.12665889  0.03884506 -0.02729428  0.18813255  0.12756118
 -0.04062352 -0.02058992 -0.10739402 -0.50728333 -0.05854753  0.38961446
  0.08588918 -0.1625075   0.1912602   0.3030972  -0.04523046  0.03379033
 -0.07721285  0.10702334 -0.2074568   0.2196438   0.09536199  0.02594564
 -0.00564943 -0.10041435  0.09062333 -0.09956458  0.34201697 -0.06703471
  0.33253235  0.28328776  0.21771455  0.11315703 -0.08769019  0.0112877
 -0.0971709   0.16876408  0.1645564   0.02017502 -0.01693923 -0.1883799
 -0.2293373   0.08101082  0.15104254  0.07775053  0.09234223 -0.09430681
 -0.03864605  0.09652542 -0.16808566 -0.15928118 -0.12871882  0.12215604
  0.26571554 -0.18856342  0.06732774 -0.36203593  0.19387016 -0.1228222
  0.12508777  0.2844486   0.2863251  -0.01016913 -0.1070195   0.02577671
 -0.16327116  0.02263423  0.11362648 -0.23904452  0.15670693 -0.04542681
 -0.11072145 -0.06411581  0.18300098  0.12116158  0.14299175 -0.09639574
  0.06338584  0.02901476 -0.26520377  0.04500714  0.00555185  0.01052738
  0.14957352  0.17305037 -0.13112846 -0.04973545  0.2439826  -0.11822311
  0.3515162   0.20216978  0.26688832 -0.16563761]"
702,Command,"[-0.1781368   0.01378318  0.01356561 -0.01048168 -0.13695593 -0.11551134
 -0.00211108  0.17978959  0.00530948 -0.20747375 -0.04993889 -0.01899848
 -0.01108937 -0.07118554 -0.14133789 -0.16385421  0.07122923 -0.05335245
  0.06585518  0.00488539  0.02196475 -0.01448275  0.14874673  0.24126323
 -0.22792192  0.0198296  -0.06993487 -0.12976085  0.12584805 -0.05124979
  0.11198683  0.07735108  0.05808057  0.055723    0.09320959 -0.00973336
  0.02237952  0.15298113  0.06471623 -0.06767072 -0.18733138  0.11951213
 -0.06291971 -0.10615151  0.30584025  0.16071302 -0.03103988 -0.11890237
  0.14005174 -0.01099153 -0.09931645 -0.10799246  0.04287301 -0.10487719
 -0.00208567  0.06654231  0.02818176  0.06662895 -0.13883457  0.04906974
  0.00257099  0.05291479  0.18365929  0.0163071   0.16764124 -0.16995373
  0.07481924  0.1128452   0.18707591 -0.21345285 -0.01570493  0.03570845
  0.1264776  -0.06243516  0.07698166  0.0244665   0.13553718  0.04009099
  0.24266529 -0.02135194  0.2071592  -0.01959875  0.12107629  0.02084281
  0.06666481 -0.03523106  0.00187333  0.1497355   0.04460277  0.05727328
 -0.08420388  0.09419702  0.16048643 -0.18894018 -0.07610754 -0.01777776
  0.26077613  0.09341052 -0.05270647 -0.03423284]"
703,Command,"[-0.17324074  0.02476305  0.05082726 -0.1475418   0.10036667  0.03725449
  0.12958649 -0.03980467  0.03302106 -0.15299515  0.18894027  0.09163807
  0.06510878 -0.02478354 -0.08044896 -0.09823713 -0.03813695  0.04577155
 -0.01919516 -0.07839118  0.1821681   0.31631723  0.01226133  0.07847108
 -0.08408858 -0.03793376 -0.13542137  0.02793431  0.09645113 -0.01586484
  0.15256017  0.02760323 -0.03981842  0.05924044  0.18338016  0.0730589
  0.18155019  0.12758493  0.07621066  0.08386452 -0.05419801  0.03261905
 -0.0849995   0.02677236  0.23980832  0.1244522   0.04271574 -0.12547353
 -0.07607378  0.012666   -0.03938036  0.17630969  0.00302105 -0.10133858
 -0.0403873   0.07345077 -0.1594176  -0.00937529  0.1201921   0.0747398
  0.11102007  0.05958889  0.10851169 -0.00210182  0.1841642   0.00252227
 -0.05270429  0.07744364  0.27120668 -0.03753405 -0.17458126  0.03370792
 -0.00415799 -0.13606963  0.03625847 -0.17139266 -0.02870748  0.02541438
  0.01158616  0.08954658  0.06711346 -0.05109624  0.02093644 -0.13111371
 -0.07088985 -0.02508219 -0.17683563  0.17394197 -0.02114053 -0.09113847
  0.17203614  0.0182564   0.04443491 -0.10201155  0.07159985 -0.0420412
  0.16060144  0.07365742  0.07212492 -0.07948779]"
704,Command,"[-0.07314559  0.1362459   0.14780147  0.05402087  0.03041886  0.03228148
  0.17553248  0.10392674 -0.11676349 -0.08584734  0.2671292   0.16748169
  0.08860315 -0.18056092 -0.10621186 -0.08597408 -0.05014525  0.24895649
  0.12746958 -0.27680165  0.12053332  0.24915953  0.10786013  0.00191185
 -0.02003608 -0.09775119 -0.01163851 -0.0035863   0.14435472 -0.05681886
 -0.05158256  0.14542738 -0.07591299 -0.02743101  0.19914547 -0.17071447
  0.16184857  0.10702374  0.05860081 -0.01877047 -0.15732016 -0.01153464
 -0.09656341  0.08737846  0.24584031 -0.03048405  0.02827513 -0.08443724
 -0.17559728  0.17822753 -0.21790084  0.10133547  0.1617094  -0.05214792
 -0.1880561   0.09966723  0.0670261   0.03793782  0.1516327   0.19166763
 -0.00501114 -0.04388084 -0.03249197  0.11294191  0.23975463 -0.09811777
 -0.01444627  0.01306362  0.33376402 -0.02004904  0.00545274 -0.16491385
 -0.04810211 -0.04754882  0.08312342 -0.19672352 -0.05151986  0.12247948
 -0.05443732  0.06967517  0.23511127 -0.17927167  0.18402846 -0.11777361
 -0.09483436  0.16358359 -0.21097226  0.33339322  0.15702291 -0.03334765
  0.09472542  0.14953649 -0.01688461  0.09242121  0.21615434 -0.17207435
  0.00865636  0.16064677  0.02857718 -0.04761118]"
705,Command,"[ 0.00860378  0.00397097  0.01872526  0.00471707 -0.04848368 -0.08559288
  0.04479029 -0.03249661 -0.06137372 -0.01928372 -0.0888269   0.04230032
  0.08441778 -0.22240214 -0.04020489 -0.19987059 -0.09933516 -0.08472963
  0.13450637 -0.26861262 -0.07823594 -0.19360332  0.10995879 -0.00036311
 -0.27338892  0.0561478   0.07126615  0.09468384  0.14040485 -0.09326621
  0.06605836  0.10858232  0.09408277  0.02879321  0.06081252 -0.1287391
  0.04259001  0.14639018 -0.00551921  0.00815264 -0.07869693  0.1351593
 -0.01143931  0.03311713  0.04169121  0.07256115 -0.05666672 -0.1943812
  0.21266046  0.13966009 -0.08971186 -0.13460252  0.05677946  0.06077696
 -0.00333537 -0.040385    0.08014093  0.06617355 -0.12657622 -0.22229043
 -0.10012126  0.00121649  0.08304009  0.03278167 -0.05014951 -0.16928801
 -0.03555048  0.00342991  0.18892412 -0.17239617 -0.18651918  0.00429607
  0.1327858   0.02947724  0.07045174 -0.00381478  0.03309393  0.01938162
  0.04169679  0.10115092  0.10580228 -0.24797413  0.05136226 -0.06078989
 -0.09823532  0.08623778  0.05362621  0.21847633  0.08196793 -0.14376
  0.05869243  0.0546888  -0.04725401 -0.0545505   0.0023154  -0.06950067
  0.13011801  0.07782437  0.01383119  0.016154  ]"
